paper_id,question_type,llm_answer,rev1_answer,rev1_rating,rev1_reviewer,rev2_answer,rev2_rating,rev2_reviewer,extracted_llm,extracted_rev1,extracted_rev2
589,experimental_methodology,"The experimental methodologies used in this paper include chronic exposure of bumblebee microcolonies to clothianidin at a concentration of 1 ppb, inoculation of bumblebees with the parasite *N. ceranae*, and behavioral testing through Proboscis Extension Response (PER) conditioning to evaluate learning ability and memory.","The experimental methodologies used in this paper include chronic exposure of bumblebee microcolonies to clothianidin at a concentration of 1 ppb, inoculation of bumblebees with the parasite *N. ceranae*, and behavioral testing through Proboscis Extension Response (PER) conditioning to evaluate learning ability and memory.",10,AJ,"Microcolonies were chronically exposed to 1 ppb (pesticide or pesticide + parasite treatments) or 0 ppb (control or parasite treatments) clothianidin via sucrose solution. Parasite and pesticide + parasite treatments were inoculated with Nosema ceranae three days after microcolony establishment. Microcolonies were monitored for worker mortality and production of males for 31 days, after which fecundity was evaluated and a subset of alive and dead bees were screened for Nosema ceranae infection. PER assays started 10 days after the pesticide treatment and memory retention was tested 2 h after each assay.",10,LH,"Key terms: The, Proboscis Extension Response","Key terms: The, Proboscis Extension Response","Key terms: Microcolonies, Parasite, Nosema, Microcolonies, Nosema"
590,experimental_methodology,"The experimental methodology used in this paper was a highly replicated semi-field experiment with a full-factorial design involving 40 large flight cages to investigate the effects of sulfoxaflor and azoxystrobin on the solitary bee *Osmia bicornis*. The experiment included four treatments (sulfoxaflor, azoxystrobin, a combination of both, and a water control) and measured various fitness components over a 26-day period.","The experimental methodology used in this paper was a highly replicated semi-field experiment with a full-factorial design involving 40 large flight cages to investigate the effects of sulfoxaflor and azoxystrobin on the solitary bee *Osmia bicornis*. The experiment included four treatments (sulfoxaflor, azoxystrobin, a combination of both, and a water control) and measured various fitness components over a 26-day period.",10,AJ,"The study was a semi-field study with 40 cages and a full factorial design with two crossed factors (with or without sulfoxaflor and with or without azoxystrobin and consequently four treatment groups. In each cage, they introduced 50 females and 75 males of Osmia bicornis, which were provided forage through Phacelia tanacetifolia. Pesticide treatments were administered via spraying of Phacelia tanacetifolia. During the experiment, data were collected on adult survival, reproductiona, flower abundance and pesticide residues in pollen loads inside the brood cells. The experiment lasted for 26 days, until only few females were alive. Nests and offspring were assessed in autumn and the following spring.",10,LH,"Key terms: The, Osmia, The","Key terms: The, Osmia, The","Key terms: The, In, Osmia, Phacelia, Pesticide"
591,experimental_methodology,"The experimental methodologies used in this paper include: (1) a proboscis extension reflex assay for olfactory conditioning performance in bumblebees and honeybees, and (2) a radial-arm maze for assessing working memory performance in bumblebees.","The experimental methodologies used in this paper include: (1) a proboscis extension reflex assay for olfactory conditioning performance in bumblebees and honeybees, and (2) a radial-arm maze for assessing working memory performance in bumblebees.",10,AJ,"The methods used in this paper involve lab assessments of olfactory conditioning performance in honeybees and bumblebees, using a proboscis extension reflex (PER) assay, and of working memory in bumblebees, using a radial arm maze (RAM).",10,LH,Key terms: The,Key terms: The,Key terms: The
073,experimental_methodology,"The experimental methodology used in this paper involved a field experiment where four commercial *Bombus impatiens* colonies were placed in 20 sites along a gradient of agricultural intensity. The colonies were weighed weekly, and workers were captured to assess pollen load diversity. Additionally, metrics such as final colony weight, queen production, and presence of predators were recorded.","The experimental methodology used in this paper involved a field experiment where four commercial *Bombus impatiens* colonies were placed in 20 sites along a gradient of agricultural intensity. The colonies were weighed weekly, and workers were captured to assess pollen load diversity. Additionally, metrics such as final colony weight, queen production, and presence of predators were recorded.",8,AJ,"The experimental methodology used in this paper involved a field experiment where four commercial *Bombus impatiens* colonies were placed in 20 sites along a gradient of agricultural intensity. The colonies were weighed weekly, and workers were captured to assess pollen load diversity. Additionally, metrics such as final colony weight, queen production, and presence of predators were recorded.",9,EA,"Key terms: The, Bombus, The, Additionally","Key terms: The, Bombus, The, Additionally","Key terms: The, Bombus, The, Additionally"
074,experimental_methodology,"The experimental methodologies used in this paper involved conducting concentration–mortality bioassays to assess the effects of insecticides and fungicides on *Apis mellifera* and *Partamona helleri*, as well as measuring body mass and respiration rates of the bees.","The experimental methodologies used in this paper involved conducting concentration–mortality bioassays to assess the effects of insecticides and fungicides on *Apis mellifera* and *Partamona helleri*, as well as measuring body mass and respiration rates of the bees.",10,AJ,"The experimental methodologies used in this paper involved conducting concentration–mortality bioassays to assess the effects of insecticides and fungicides on *Apis mellifera* and *Partamona helleri*, as well as measuring body mass and respiration rates of the bees.",10,EA,"Key terms: The, Apis, Partamona","Key terms: The, Apis, Partamona","Key terms: The, Apis, Partamona"
080,experimental_methodology,"The experimental methodologies used in this paper included toxicity tests to determine the mean lethal concentration (LC50) and mean lethal time (LT50) of the insecticide thiamethoxam on stingless bees (*Melipona scutellaris*) and honey bees (*Apis mellifera*), as well as morphological and ultrastructural analyses of the bees' brains.","The experimental methodologies used in this paper included toxicity tests to determine the mean lethal concentration (LC50) and mean lethal time (LT50) of the insecticide thiamethoxam on stingless bees (*Melipona scutellaris*) and honey bees (*Apis mellifera*), as well as morphological and ultrastructural analyses of the bees' brains.",10,AJ,"The experimental methodologies used in this paper included toxicity tests to determine the mean lethal concentration (LC50) and mean lethal time (LT50) of the insecticide thiamethoxam on stingless bees (*Melipona scutellaris*) and honey bees (*Apis mellifera*), as well as morphological and ultrastructural analyses of the bees' brains.",8,EA,"Key terms: The, Melipona, Apis","Key terms: The, Melipona, Apis","Key terms: The, Melipona, Apis"
075,experimental_methodology,"The experimental methodologies used in this paper include: 1) Placing honey bee colonies adjacent to buckwheat fields treated with flupyradifurone and untreated control fields, 2) Conducting colony condition assessments (CCAs) at multiple time points, 3) Monitoring honey bee forager flight activity through transect walks, and 4) Analyzing pollen and nectar samples for flupyradifurone residues.","The experimental methodologies used in this paper include: 1) Placing honey bee colonies adjacent to buckwheat fields treated with flupyradifurone and untreated control fields, 2) Conducting colony condition assessments (CCAs) at multiple time points, 3) Monitoring honey bee forager flight activity through transect walks, and 4) Analyzing pollen and nectar samples for flupyradifurone residues.",0,AJ,,,,"Key terms: The, Placing, Conducting, Monitoring, Analyzing","Key terms: The, Placing, Conducting, Monitoring, Analyzing",
072,experimental_methodology,"The experimental methodologies used in this paper include sampling bees and hoverflies, surveying the diversity of insect-pollinated plants, and placing bumblebee colonies (*Bombus terrestris*) in field edges to monitor their growth and reproduction.","The experimental methodologies used in this paper include sampling bees and hoverflies, surveying the diversity of insect-pollinated plants, and placing bumblebee colonies (*Bombus terrestris*) in field edges to monitor their growth and reproduction.",8,AJ,"The experimental methodologies used in this paper include sampling bees and hoverflies, surveying the diversity of insect-pollinated plants, and placing bumblebee colonies (*Bombus terrestris*) in field edges to monitor their growth and reproduction.",9,EA,"Key terms: The, Bombus","Key terms: The, Bombus","Key terms: The, Bombus"
585,experimental_methodology,"The experimental methodologies used in this paper include laboratory conditions, cage assays, and semi-field assays.","The experimental methodologies used in this paper include laboratory conditions, cage assays, and semi-field assays.",10,AJ,"The experimental methodologies used in this study involve creating new honeybee colonies, exposing them to a pesticide treatment for seven days and assessing colony health (day 0 and day 10 after start of treatment) as well as gut microbiota of  honeybees (day 0, day 10 and 5 weeks after start of treatment).",7,LH,Key terms: The,Key terms: The,Key terms: The
584,experimental_methodology,"The experimental methodology used in this paper involved placing bumblebee colonies adjacent to neonicotinoid-treated oilseed rape fields and monitoring their performance through weight measurements, worker counts, and pesticide residue analysis in nectar and pollen.","The experimental methodology used in this paper involved placing bumblebee colonies adjacent to neonicotinoid-treated oilseed rape fields and monitoring their performance through weight measurements, worker counts, and pesticide residue analysis in nectar and pollen.",9,AJ,"20 bumblebee colonies were placed by each of three fields (totally 60 colonies). One field was seed-coated with the neonicotinoid imidacloprid, one with the neonicotinoid clothianidin, and one was free from neonicotinoids. Nectar and pollen was sampled from the colonies for residue analysis. Colonies were weighed regularly and production of queens and workers was assessed at the end of the experiment.",10,LH,Key terms: The,Key terms: The,"Key terms: One, Nectar, Colonies"
583,experimental_methodology,"The study used experimental methodologies involving the capture of forager honey bees, maintenance in infrared activity monitors, exposure to neonicotinoid pesticides in food, and monitoring of locomotor activity under various light conditions.","The study used experimental methodologies involving the capture of forager honey bees, maintenance in infrared activity monitors, exposure to neonicotinoid pesticides in food, and monitoring of locomotor activity under various light conditions.",10,AJ,"Foragers returning to the hive with pollen were captured by the hive entrance and were kept in individual plastic tubes, which were loaded into a locomotor activity monitor and placed in an environmental chamber with controlled light:dark cycle (12:12 h), where data on activity and sleep patterns were collected.",10,LH,Key terms: The,Key terms: The,Key terms: Foragers
300,experimental_methodology,The experimental methodologies used in this paper included field studies conducted over two years to evaluate the effects of different insecticides on the larval population of *Helicoverpa armigera* and the foraging behavior of leafcutter bees.,The experimental methodologies used in this paper included field studies conducted over two years to evaluate the effects of different insecticides on the larval population of *Helicoverpa armigera* and the foraging behavior of leafcutter bees. Evaluation of effects is mainly done through observation and recording abundance and visits.,8,NN,,,,"Key terms: The, Helicoverpa","Key terms: The, Helicoverpa, Evaluation",
798,experimental_methodology,"The experimental methodologies used in this paper include the TUNEL method for analyzing cell death, histochemical analyses of bee organs, and direct observations of physiological changes in bees exposed to pesticides.","This study looked at the effect of thiamethoxam and picoxystrobin alone and in combination on the hepato-nephrocitic system. Hemocyte counts were taken and the pericardial cells and parietal fat bodies were excised, sliced, stained and closely examined. In addition, the TUNEL method was used to assess the occurence of cell death in fat bodies and pericardial cells.",8,NN,,,,Key terms: The,"Key terms: This, Hemocyte, In",
810,experimental_methodology,The experimental methodologies used in this paper involved conducting three experiments on bumblebees to measure their functional behavioral responses to the pesticides Imidacloprid and Sulfoxaflor at different temperatures.,"Three experiments were conducted in this study. In experiment 1, the responsiveness to abrupt virbations produced by tapping was assessed. In experiment 2, walking behaviour was assessed by filimng the bees for almost 72 h. In experiment 3, bees were tethered magnetically and allowed to fly for 90 minutes to determine their flight distance, duration and velocity. All experiments were conducted at three temperatures, low, mid and high.",7,NN,,,,"Key terms: The, Imidacloprid, Sulfoxaflor","Key terms: Three, In, In, In, All",
295,experimental_methodology,"The experimental methodologies used in this paper involved assessing the chronic toxicity of acetamiprid delivered in syrup to microcolonies of *B. impatiens*, examining microcolony growth and development over six weeks, monitoring worker behavior, and conducting chemical analysis of syrup samples.","Chronic oral exposure to acetamiprid in syrup with ad libitum access. Mortality, colony appearance and worker behaviour were mintored daily. Pesticide concentration validation via liquid chromatography - mass spectrometry.",9,NN,,,,Key terms: The,"Key terms: Chronic, Mortality, Pesticide",
294,experimental_methodology,"The experimental methodologies used in this paper include controlled feeding experiments with imidacloprid, histological techniques for tissue analysis, histochemical tests (mercury bromophenol blue, periodic acid-Schiff, Oil Red O), and real-time PCR (qPCR) for evaluating gene expression of the cdc20 gene.","The experimental methodologies used in this paper include controlled feeding experiments with imidacloprid, histological techniques and histochemical tests (mercury bromophenol blue, periodic acid-Schiff, Oil Red O) for the quantification of lipid content, protein and polysaccharides, and real-time PCR (qPCR) for evaluating gene expression of the cdc20 gene.",8,NN,,,,"Key terms: The, Schiff, Oil Red","Key terms: The, Schiff, Oil Red",
793,experimental_methodology,"The experimental methodologies used in this paper include treating worker bees with a specific dose of dinotefuran (LC10) and observing their behavior and physiological responses, such as acute toxicity effects and changes in gene expression related to development and immune response.","The study examines how exposure to sublethal levels of dinotefuran changes the gene expression profile. Bees were exposed to either the LC5, LC20 or a control solution and frozen after 48 h. RNA was extracted from all three groups and a Gene Ontology enrichment analysis done on the differentially expressed genes. A real-time quantitative PCR was also used to look at relative changes in gene expression.",1,NN,"The experimental methodologies used in this paper include treating worker bees with dinotefuran, and observing their behavior and physiological responses, such as acute toxicity effects and changes in gene expression related to development and immune response.",8,AB,Key terms: The,"Key terms: The, Bees, Gene Ontology",Key terms: The
302,experimental_methodology,"The experimental methodologies used in this paper include toxicity studies on honeybees (Apis mellifera) that assess the effects of dinotefuran, specifically focusing on oral and contact toxicity of its enantiomers (S-dinotefuran and R-dinotefuran), and their impact on behaviors such as sensitivity to sucrose, learning, memory, and foraging.","In addition to assays, gene expression was quantified using qPCR, hormone levels were measured using an ELISA kit and metabolites were analysed using LC-MS/MS.",1,NN,,,,"Key terms: The, Apis",Key terms: In,
813,experimental_methodology,"The experimental methodologies used in this paper included determining the contact and ingestion lethal doses (LD50) of fipronil and imidacloprid on African-derived *Apis mellifera*, assessing motor changes in bees after exposure to lethal and sublethal doses, and conducting motor activity tests in a controlled environment.",Motor impairment was assessed to recording how long it took bees to travel 50 cm during phototaxis. This was done for all pesticides.,8,NN,,,,"Key terms: The, African, Apis","Key terms: Motor, This",
298,experimental_methodology,"The experimental methodologies used in this paper involved measuring the brain morphology of *B. terrestris* workers, specifically the lamina, medulla, lobula, and antennal lobes, after exposure to different concentrations of thiamethoxam. Additionally, the study included histological examinations of Kenyon cells and assessments of neuropil disorganization in the mushroom bodies.","The experimental methodologies used in this paper involved measuring the brain morphology of *B. terrestris* workers, specifically the lamina, medulla, lobula, and antennal lobes, after exposure to different concentrations of thiamethoxam. Additionally, the study included histological examinations of Kenyon cells and assessments of neuropil disorganization in the mushroom bodies.",10,NN,,,,"Key terms: The, Additionally, Kenyon","Key terms: The, Additionally, Kenyon",
296,experimental_methodology,"The experimental methodology used in this paper involved assessing the performance of bumble bees (*B. terrestris*) in queenless microcolonies, focusing on the effects of dietary thiamethoxam on brood production, food consumption, and worker survival over a 17-day exposure period.","The experimental methodology used in this paper involved assessing the performance of bumble bees (*B. terrestris*) in queenless microcolonies, focusing on the effects of dietary thiamethoxam on brood production, food consumption, and worker survival over a 17-day exposure period. In addition, pesticide concetrations in the syrup were validated using liquid chromatography - mass spectrometry techniques.",6,NN,,,,Key terms: The,"Key terms: The, In",
299,experimental_methodology,"The experimental methodologies used in this paper involved establishing honey bee colonies for field testing, treating winter and spring rape seeds with neonicotinoids, collecting nectar, pollen, and bee bread samples for chemical analysis, and observing the health and productivity of bee colonies in relation to neonicotinoid exposure.","The experimental methodologies used in this paper involved establishing honey bee colonies for field testing, treating winter and spring rape seeds with neonicotinoids, collecting nectar, pollen, and bee bread samples for chemical analysis, and observing the health and productivity of bee colonies in relation to neonicotinoid exposure. Specialised techniques included liquid chormatography-mass spectrometry LC-MS, and residue measurements in dust.",8,NN,,,,Key terms: The,"Key terms: The, Specialised",
787,experimental_methodology,"The experimental methodologies used in this paper included: 1) in vitro rearing of *P. helleri* queens, 2) chronic exposure to varying doses of azadirachtin and imidacloprid, 3) monitoring survival and development of larvae, 4) assessing locomotory behavior using a computerized video tracking system, and 5) dissecting the reproductive systems of queens and workers for morphological analysis.","After chronic exposure to the two pesticides, the authors measured mortality, changes in morphology, caste determination and bodymass. Walking behaviour of queen were also assessed to determine if there were any sublethal effects on locomotion.",7,NN,,,,Key terms: The,"Key terms: After, Walking",
789,experimental_methodology,"The experimental methodologies used in this paper involved direct ingestion of insecticides by bees, trophallactic exchanges among bees, and controlled bioassays to assess survival and flight capacity.","The study acutely exposed bees to an oral dose of 7 pesticides pesticide. For those that were more toxic (imidacloprid, and spinosad) the effect of subsequent trophallactic exchanges at different donor-recipient ratios. The authors also investigated how multiple succesive donors affect the toxic effect of the three selected pesticides. Survival and flight behaviour were also examined via observation.",9,NN,,,,Key terms: The,"Key terms: The, For, The, Survival",
216,experimental_methodology,"The experimental methodologies used in this paper include acute contact toxicity tests on honeybees (*A. mellifera*), TEVC (Two-Electrode Voltage Clamp) assays, and insecticidal activity assays against aphids (*M. persicae*).","The paper describes use of acute contact toxicity assays for the calculation of LD50 values. 100ug doses of pesticides were administered to the dorsal thoraxes of bees, and mortality recorded after 24/48 hours in a climate-controlled environment. TEVC evaluations were additionally made, to interrogate the neuronal impacts of each compound.",6,KW,,,,"Key terms: The, Two, Electrode Voltage Clamp",Key terms: The,
227,experimental_methodology,"The experimental methodologies used in this paper include:
1. Chiral preparation and identification of S-dinotefuran and R-dinotefuran.
2. Enantioselective lethality evaluation via acute contact exposure and oral exposure bioassays on honeybees (Apis mellifera).
3. Molecular docking to explore the toxicological mechanism of dinotefuran enantiomers to nAChR in Xenopus laevis oocytes.
4. Electrophysiological recording to investigate the binding and affinity of dinotefuran enantiomers to nAChR at the cellular level.","Enantiomers of dinotefuran were isolated from each other through supercritical fluid chromatography. The relative oral and contact toxicity of these enantiomers in workers of Apis mellifera were establish, and LC/D50 values interpolated. Subsequently, molecular docking was used to investigate the toxicological interactions of dinotefuran enantiomers with nAChR subunits in Xenopus laevis oocytes. This was followed on with electrophysiological recording to investigate the binding and affinity of dinotefuran enantiomers to nAChR at the cellular level.",8,KW,,,,"Key terms: The, Chiral, Enantioselective, Apis, Molecular","Key terms: Enantiomers, The, Apis, Subsequently, Xenopus",
218,experimental_methodology,The experimental methodologies used in this paper involved rearing larvae of *O. bicornis* on different pollen diet treatments and exposing them to various pesticides in a factorial design.,"Fresh Osmia bicornis eggs were collected and reared on pollen provisions. These provisions were randomly allocated, but were contaminated with one of 5 pesticides, each at either a high or low concentration. The pollen itself was an additional measure, split between treatment groups of: predominantly Cistus ladanifer; Salix spp.; Brassicaceae/Quercus, or a mixture of the three. The eggs were kept at 23C, 60% RH for 3-4 weeks, the point at which larave eclosed. Mortality, development time and post-larval weight were recorded. The authors additionally interrogated the expression of two detoxification pathways in a second assay, where all bees were exposed to thiacloprid but fed with different diversities of pollen (see above). Expression was determined with qPCR.",3,KW,,,,Key terms: The,"Key terms: Fresh Osmia, These, The, Cistus, Salix",
